#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=L: Jetzt wird es losgehen.
1-1	0-1	L	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-2	:	_	_	_	_	_	_	_	_	_	_	_	
1-3	3-8	Jetzt	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[27]	*[27]	Strukturieren[27]	*[27]	
1-4	9-13	wird	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[27]	*[27]	Strukturieren[27]	*[27]	
1-5	14-16	es	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[27]	*[27]	Strukturieren[27]	*[27]	
1-6	17-25	losgehen	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[27]	*[27]	Strukturieren[27]	*[27]	
1-7	25-26	.	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[27]	*[27]	Strukturieren[27]	*[27]	

#Text=E (glz.): Ja.
2-1	27-28	E	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-2	29-30	(	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-3	30-33	glz	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-4	33-34	.	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-5	34-35	)	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-6	35-36	:	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-7	37-39	Ja	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-8	39-40	.	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=L: Guten Tag, Herr Grasny.
3-1	41-42	L	_	_	_	_	_	_	_	_	_	_	_	
3-2	42-43	:	_	_	_	_	_	_	_	_	_	_	_	
3-3	44-49	Guten	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[28]	*[28]	*[28]	Statement[28]	
3-4	50-53	Tag	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[28]	*[28]	*[28]	Statement[28]	
3-5	53-54	,	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[28]	*[28]	*[28]	Statement[28]	
3-6	55-59	Herr	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[28]	*[28]	*[28]	Statement[28]	
3-7	60-66	Grasny	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[28]	*[28]	*[28]	Statement[28]	
3-8	66-67	.	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[28]	*[28]	*[28]	Statement[28]	

#Text=L: Freut mich, dass Sie da sind.
4-1	68-69	L	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-2	69-70	:	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-3	71-76	Freut	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-4	77-81	mich	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-5	81-82	,	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-6	83-87	dass	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-7	88-91	Sie	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-8	92-94	da	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-9	95-99	sind	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	
4-10	99-100	.	*[2]	Begrüßung[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[29]	*[29]	*[29]	Statement[29]	

