#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=E: Guten Tag Herr Kreis, ich würde gerne abklären, inwiefern meinem Anliegen, dass Julian die 1.
1-1	0-1	E	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-2	:	_	_	_	_	_	_	_	_	_	_	_	
1-3	3-8	Guten	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-4	9-12	Tag	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-5	13-17	Herr	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-6	18-23	Kreis	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-7	23-24	,	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-8	25-28	ich	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-9	29-34	würde	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-10	35-40	gerne	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-11	41-49	abklären	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-12	49-50	,	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-13	51-60	inwiefern	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-14	61-67	meinem	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-15	68-76	Anliegen	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-16	76-77	,	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-17	78-82	dass	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-18	83-89	Julian	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-19	90-93	die	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-20	94-95	1	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-21	95-96	.	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=Klasse überspringt, nachgegangen werden kann.
2-1	97-103	Klasse	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-2	104-115	überspringt	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-3	115-116	,	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-4	117-129	nachgegangen	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-5	130-136	werden	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-6	137-141	kann	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-7	141-142	.	*[1]	Inhaltlicher Rahmen[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=L: Guten Tag, Frau Rot, ich verstehe ihr Anliegen.
3-1	143-144	L	_	_	_	_	_	_	_	_	_	_	_	
3-2	144-145	:	_	_	_	_	_	_	_	_	_	_	_	
3-3	146-151	Guten	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-4	152-155	Tag	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-5	155-156	,	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-6	157-161	Frau	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-7	162-165	Rot	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-8	165-166	,	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-9	167-170	ich	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-10	171-179	verstehe	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-11	180-183	ihr	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-12	184-192	Anliegen	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	
3-13	192-193	.	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[18]	*[18]	*[18]	Statement[18]	

#Text=Julian ist ein sehr intelligenter und wissbegieriger Schüler, das sehen sie auch so?
4-1	194-200	Julian	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-2	201-204	ist	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-3	205-208	ein	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-4	209-213	sehr	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-5	214-227	intelligenter	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-6	228-231	und	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-7	232-246	wissbegieriger	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-8	247-254	Schüler	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-9	254-255	,	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-10	256-259	das	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-11	260-265	sehen	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-12	266-269	sie	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-13	270-274	auch	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-14	275-277	so	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	
4-15	277-278	?	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[19]	*[19]	*[19]	Klärende Frage[19]	

#Text=E: Absolut.
5-1	279-280	E	_	_	_	_	_	_	_	_	_	_	_	
5-2	280-281	:	_	_	_	_	_	_	_	_	_	_	_	
5-3	282-289	Absolut	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	_	_	_	_	
5-4	289-290	.	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	_	_	_	_	

#Text=Er ist seine Mitschülern weit voraus, sowohl was schreiben und lesen angeht,als auch in Mathematik.
6-1	291-293	Er	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-2	294-297	ist	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-3	298-303	seine	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-4	304-315	Mitschülern	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-5	316-320	weit	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-6	321-327	voraus	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-7	327-328	,	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-8	329-335	sowohl	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-9	336-339	was	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-10	340-349	schreiben	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-11	350-353	und	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-12	354-359	lesen	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-13	360-366	angeht	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-14	366-367	,	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-15	367-370	als	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-16	371-375	auch	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-17	376-378	in	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-18	379-389	Mathematik	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
6-19	389-390	.	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	

#Text=Wir achten auch darauf, ihn dahingehend zu fördern
7-1	391-394	Wir	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-2	395-401	achten	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-3	402-406	auch	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-4	407-413	darauf	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-5	413-414	,	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-6	415-418	ihn	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-7	419-430	dahingehend	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-8	431-433	zu	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	
7-9	434-441	fördern	*[4]	*[4]	*[4]	*[4]	Informationsphase[4]	*[4]	*[4]	_	_	_	_	

#Text=L: Das ist auf jeden Fall eine gute Idee.
8-1	442-443	L	_	_	_	_	_	_	_	_	_	_	_	
8-2	443-444	:	_	_	_	_	_	_	_	_	_	_	_	
8-3	445-448	Das	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-4	449-452	ist	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-5	453-456	auf	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-6	457-462	jeden	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-7	463-467	Fall	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-8	468-472	eine	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-9	473-477	gute	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-10	478-482	Idee	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	
8-11	482-483	.	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[20]	*[20]	*[20]	Statement[20]	

#Text=Auch ich gebe ihm Fördermaterialien mit, da er in den meisten Fächern gut mit Dritt-und teilweise auch Viertklassstoff umgehen kann.
9-1	484-488	Auch	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
9-2	489-492	ich	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
9-3	493-497	gebe	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
9-4	498-501	ihm	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
9-5	502-519	Fördermaterialien	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
9-6	520-523	mit	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
9-7	523-524	,	*[5]	*[5]	*[5]	*[5]	Informationsphase[5]	*[5]	*[5]	*[21]	*[21]	Strukturieren[21]	*[21]	
