#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=T: Guten Morgen, Frau Swensen.
1-1	0-1	T	_	_	_	_	_	_	_	_	_	_	
1-2	1-2	:	_	_	_	_	_	_	_	_	_	_	
1-3	3-8	Guten	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-4	9-15	Morgen	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-5	15-16	,	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-6	17-21	Frau	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-7	22-29	Swensen	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-8	29-30	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=P (glz.): Ja, guten Morgen.
2-1	31-32	P	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-2	33-34	(	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-3	34-37	glz	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-4	37-38	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-5	38-39	)	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-6	39-40	:	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-7	41-43	Ja	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-8	43-44	,	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-9	45-50	guten	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-10	51-57	Morgen	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-11	57-58	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=P: Hallo.
3-1	59-60	P	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
3-2	60-61	:	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
3-3	62-67	Hallo	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
3-4	67-68	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=T (glz.): Ich finde es sehr schön, dass Sie zu mir in die Sprechstunde gekommen sind und ich würde mich sehr gerne die nächsten acht Minuten mit Ihrem Anliegen beschäftigen.
4-1	69-70	T	_	_	_	_	_	_	_	_	_	_	
4-2	71-72	(	_	_	_	_	_	_	_	_	_	_	
4-3	72-75	glz	_	_	_	_	_	_	_	_	_	_	
4-4	75-76	.	_	_	_	_	_	_	_	_	_	_	
4-5	76-77	)	_	_	_	_	_	_	_	_	_	_	
4-6	77-78	:	_	_	_	_	_	_	_	_	_	_	
4-7	79-82	Ich	*[2]	Zeitlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[24]	*[24]	Vorwärtsgewandte Strukturierung[24]	*[24]	
4-8	83-88	finde	*[2]	Zeitlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[24]	*[24]	Vorwärtsgewandte Strukturierung[24]	*[24]	
4-9	89-91	es	*[2]	Zeitlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[24]	*[24]	Vorwärtsgewandte Strukturierung[24]	*[24]	
4-10	92-96	sehr	*[2]	Zeitlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[24]	*[24]	Vorwärtsgewandte Strukturierung[24]	*[24]	
4-11	97-102	schön	*[2]	Zeitlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[24]	*[24]	Vorwärtsgewandte Strukturierung[24]	*[24]	
4-12	102-103	,	*[2]	Zeitlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[24]	*[24]	Vorwärtsgewandte Strukturierung[24]	*[24]	
