#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=L: Hallo, guten Tag.
1-1	0-1	L	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-2	:	_	_	_	_	_	_	_	_	_	_	_	
1-3	3-8	Hallo	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-4	8-9	,	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-5	10-15	guten	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-6	16-19	Tag	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-7	19-20	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=E: Ja, hallo, Herr Kreis.
2-1	21-22	E	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-2	22-23	:	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-3	24-26	Ja	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-4	26-27	,	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-5	28-33	hallo	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-6	33-34	,	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-7	35-39	Herr	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-8	40-45	Kreis	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
2-9	45-46	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	

#Text=E: Ich hatte Ihnen ja geschrieben und um ein Gespräch gebeten, weil ich mir einfach große Sorgen um den Daniel mache in letzter Zeit.
3-1	47-48	E	_	_	_	_	_	_	_	_	_	_	_	
3-2	48-49	:	_	_	_	_	_	_	_	_	_	_	_	
3-3	50-53	Ich	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-4	54-59	hatte	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-5	60-65	Ihnen	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-6	66-68	ja	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-7	69-80	geschrieben	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-8	81-84	und	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-9	85-87	um	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-10	88-91	ein	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-11	92-100	Gespräch	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-12	101-108	gebeten	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-13	108-109	,	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-14	110-114	weil	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-15	115-118	ich	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-16	119-122	mir	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-17	123-130	einfach	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-18	131-136	große	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-19	137-143	Sorgen	*[2]	Inhaltlicher Rahmen[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
