#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=E: Viel Spaß.
1-1	0-1	E	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-2	:	_	_	_	_	_	_	_	_	_	_	_	
1-3	3-7	Viel	_	_	_	_	_	_	_	_	_	_	_	
1-4	8-12	Spaß	_	_	_	_	_	_	_	_	_	_	_	
1-5	12-13	.	_	_	_	_	_	_	_	_	_	_	_	

#Text=E: Danke.
2-1	14-15	E	_	_	_	_	_	_	_	_	_	_	_	
2-2	15-16	:	_	_	_	_	_	_	_	_	_	_	_	
2-3	17-22	Danke	_	_	_	_	_	_	_	_	_	_	_	
2-4	22-23	.	_	_	_	_	_	_	_	_	_	_	_	

#Text=L: Guten Tag, Frau Grün.
3-1	24-25	L	_	_	_	_	_	_	_	_	_	_	_	
3-2	25-26	:	_	_	_	_	_	_	_	_	_	_	_	
3-3	27-32	Guten	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[19]	*[19]	*[19]	Statement[19]	
3-4	33-36	Tag	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[19]	*[19]	*[19]	Statement[19]	
3-5	36-37	,	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[19]	*[19]	*[19]	Statement[19]	
3-6	38-42	Frau	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[19]	*[19]	*[19]	Statement[19]	
3-7	43-47	Grün	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[19]	*[19]	*[19]	Statement[19]	
3-8	47-48	.	*[1]	Begrüßung[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[19]	*[19]	*[19]	Statement[19]	

#Text=L: Schön, dass wir den Zeitpunkt hier gefunden haben, uns beide zu unterhalten.
4-1	49-50	L	_	_	_	_	_	_	_	_	_	_	_	
4-2	50-51	:	_	_	_	_	_	_	_	_	_	_	_	
4-3	52-57	Schön	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-4	57-58	,	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-5	59-63	dass	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-6	64-67	wir	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-7	68-71	den	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-8	72-81	Zeitpunkt	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-9	82-86	hier	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-10	87-95	gefunden	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-11	96-101	haben	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-12	101-102	,	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-13	103-106	uns	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-14	107-112	beide	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-15	113-115	zu	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-16	116-127	unterhalten	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	
4-17	127-128	.	*[2]	Smalltalk[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[20]	*[20]	*[20]	Statement[20]	

#Text=L: Sie hatten ja nach einem Gespräch gebeten.
5-1	129-130	L	_	_	_	_	_	_	_	_	_	_	_	
5-2	130-131	:	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	_	_	_	_	
5-3	132-135	Sie	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-4	136-142	hatten	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-5	143-145	ja	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-6	146-150	nach	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-7	151-156	einem	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-8	157-165	Gespräch	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-9	166-173	gebeten	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	
5-10	173-174	.	*[3]	Inhaltlicher Rahmen[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[21]	*[21]	*[21]	Statement[21]	

#Text=E: Genau, also danke Frau Kreis, dass wir das Gespräch hier führen.
6-1	175-176	E	_	_	_	_	_	_	_	_	_	_	_	
6-2	176-177	:	_	_	_	_	_	_	_	_	_	_	_	
6-3	178-183	Genau	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-4	183-184	,	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-5	185-189	also	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-6	190-195	danke	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-7	196-200	Frau	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-8	201-206	Kreis	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-9	206-207	,	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-10	208-212	dass	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-11	213-216	wir	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-12	217-220	das	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-13	221-229	Gespräch	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-14	230-234	hier	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-15	235-241	führen	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	
6-16	241-242	.	*[4]	Inhaltlicher Rahmen[4]	*[4]	*[4]	*[4]	*[4]	*[4]	_	_	_	_	

#Text=E: Das ist mir auch sehr wichtig.
7-1	243-244	E	_	_	_	_	_	_	_	_	_	_	_	
7-2	244-245	:	_	_	_	_	_	_	_	_	_	_	_	
7-3	246-249	Das	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
7-4	250-253	ist	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
7-5	254-257	mir	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
7-6	258-262	auch	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
7-7	263-267	sehr	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
7-8	268-275	wichtig	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
7-9	275-276	.	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	

#Text=E: Es geht ja um meinen Sohn.
8-1	277-278	E	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-2	278-279	:	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-3	280-282	Es	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-4	283-287	geht	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-5	288-290	ja	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-6	291-293	um	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-7	294-300	meinen	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-8	301-305	Sohn	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
8-9	305-306	.	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	

#Text=E: Also ich habe ja sonst immer mitbekommen, dass er nur eins damit nach Hause gebracht hat.
9-1	307-308	E	_	_	_	_	_	_	_	_	_	_	_	
9-2	308-309	:	_	_	_	_	_	_	_	_	_	_	_	
9-3	310-314	Also	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-4	315-318	ich	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-5	319-323	habe	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-6	324-326	ja	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-7	327-332	sonst	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-8	333-338	immer	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-9	339-350	mitbekommen	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-10	350-351	,	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-11	352-356	dass	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-12	357-359	er	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-13	360-363	nur	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-14	364-368	eins	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-15	369-374	damit	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-16	375-379	nach	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-17	380-385	Hause	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-18	386-394	gebracht	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-19	395-398	hat	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
9-20	398-399	.	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	

#Text=E: Jetzt auf einmal der Dreier.
10-1	400-401	E	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-2	401-402	:	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-3	403-408	Jetzt	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-4	409-412	auf	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-5	413-419	einmal	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-6	420-423	der	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-7	424-430	Dreier	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	
10-8	430-431	.	*[6]	Inhaltlicher Rahmen[6]	*[6]	*[6]	*[6]	*[6]	*[6]	_	_	_	_	

#Text=E: Ich weiß auch nicht, woher der kommt.
11-1	432-433	E	_	_	_	_	_	_	_	_	_	_	_	
11-2	433-434	:	_	_	_	_	_	_	_	_	_	_	_	
11-3	435-438	Ich	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
11-4	439-443	weiß	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
11-5	444-448	auch	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
11-6	449-454	nicht	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
11-7	454-455	,	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
11-8	456-461	woher	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
11-9	462-465	der	*[7]	Inhaltlicher Rahmen[7]	*[7]	*[7]	*[7]	*[7]	*[7]	_	_	_	_	
