#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=L: Gut.
1-1	0-1	L	_	_	_	_	_	_	_	_	_	_	_	
1-2	1-2	:	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	_	_	_	_	
1-3	3-6	Gut	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[31]	*[31]	*[31]	Nicht-festgelegte Aufmerksamkeitsreaktion[31]	
1-4	6-7	.	*[1]	Sonstiges[1]	*[1]	*[1]	*[1]	*[1]	*[1]	*[31]	*[31]	*[31]	Nicht-festgelegte Aufmerksamkeitsreaktion[31]	

#Text=L: Hallo, können Sie mich hören?
2-1	8-9	L	_	_	_	_	_	_	_	_	_	_	_	
2-2	9-10	:	_	_	_	_	_	_	_	_	_	_	_	
2-3	11-16	Hallo	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	
2-4	16-17	,	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	
2-5	18-24	können	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	
2-6	25-28	Sie	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	
2-7	29-33	mich	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	
2-8	34-39	hören	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	
2-9	39-40	?	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[32]	*[32]	Strukturieren[32]	*[32]	

#Text=L: Herr Grün?
3-1	41-42	L	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-2	42-43	:	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
3-3	44-48	Herr	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[33]	*[33]	Strukturieren[33]	*[33]	
3-4	49-53	Grün	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[33]	*[33]	Strukturieren[33]	*[33]	
3-5	53-54	?	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[33]	*[33]	Strukturieren[33]	*[33]	

#Text=E (glz.): Hallo Herr Kreis, ja, ich kann Sie hören.
4-1	55-56	E	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-2	57-58	(	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-3	58-61	glz	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-4	61-62	.	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-5	62-63	)	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-6	63-64	:	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-7	65-70	Hallo	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-8	71-75	Herr	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-9	76-81	Kreis	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-10	81-82	,	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-11	83-85	ja	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-12	85-86	,	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-13	87-90	ich	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-14	91-95	kann	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-15	96-99	Sie	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-16	100-105	hören	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
4-17	105-106	.	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	

#Text=L: Gut.
5-1	107-108	L	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	_	_	_	_	
5-2	108-109	:	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[34]	*[34]	*[34]	Nicht-festgelegte Aufmerksamkeitsreaktion[34]	
5-3	110-113	Gut	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[34]	*[34]	*[34]	Nicht-festgelegte Aufmerksamkeitsreaktion[34]	
5-4	113-114	.	*[2]	Sonstiges[2]	*[2]	*[2]	*[2]	*[2]	*[2]	*[34]	*[34]	*[34]	Nicht-festgelegte Aufmerksamkeitsreaktion[34]	

#Text=L: Vielen Dank, dass Sie auf mich eingegangen sind.
6-1	115-116	L	_	_	_	_	_	_	_	_	_	_	_	
6-2	116-117	:	_	_	_	_	_	_	_	_	_	_	_	
6-3	118-124	Vielen	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-4	125-129	Dank	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-5	129-130	,	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-6	131-135	dass	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-7	136-139	Sie	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-8	140-143	auf	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-9	144-148	mich	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-10	149-160	eingegangen	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-11	161-165	sind	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	
6-12	165-166	.	*[3]	Smalltalk[3]	*[3]	*[3]	*[3]	*[3]	*[3]	*[35]	*[35]	*[35]	Statement[35]	

#Text=L: Ich will auch gar nicht um den ganzen heißen Brei rumreden.
7-1	167-168	L	_	_	_	_	_	_	_	_	_	_	_	
7-2	168-169	:	_	_	_	_	_	_	_	_	_	_	_	
7-3	170-173	Ich	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-4	174-178	will	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-5	179-183	auch	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-6	184-187	gar	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-7	188-193	nicht	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-8	194-196	um	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-9	197-200	den	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-10	201-207	ganzen	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-11	208-214	heißen	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-12	215-219	Brei	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-13	220-228	rumreden	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	
7-14	228-229	.	*[4]	Smalltalk[4]	*[4]	*[4]	*[4]	*[4]	*[4]	*[36]	*[36]	Strukturieren[36]	*[36]	

#Text=L: Also es geht natürlich um Ihre Tochter Samara und wie Sie vielleicht selber festgestellt haben, sind halt Ihre Beteiligungen zurückgegangen und somit auch Ihre Leistungen.
8-1	230-231	L	_	_	_	_	_	_	_	_	_	_	_	
8-2	231-232	:	_	_	_	_	_	_	_	_	_	_	_	
8-3	233-237	Also	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-4	238-240	es	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-5	241-245	geht	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-6	246-255	natürlich	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-7	256-258	um	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-8	259-263	Ihre	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-9	264-271	Tochter	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-10	272-278	Samara	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-11	279-282	und	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-12	283-286	wie	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-13	287-290	Sie	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-14	291-301	vielleicht	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-15	302-308	selber	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-16	309-321	festgestellt	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-17	322-327	haben	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-18	327-328	,	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-19	329-333	sind	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-20	334-338	halt	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-21	339-343	Ihre	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-22	344-357	Beteiligungen	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-23	358-372	zurückgegangen	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-24	373-376	und	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-25	377-382	somit	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-26	383-387	auch	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-27	388-392	Ihre	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-28	393-403	Leistungen	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	
8-29	403-404	.	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	*[37]	*[37]	Strukturieren[37]	Statement[37]	

#Text=L: Das ist ja nicht der Weltuntergang, das passiert ja öfters, dass irgendwas schief geht.
9-1	405-406	L	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-2	406-407	:	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-3	408-411	Das	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-4	412-415	ist	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-5	416-418	ja	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-6	419-424	nicht	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-7	425-428	der	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-8	429-442	Weltuntergang	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-9	442-443	,	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
9-10	444-447	das	*[5]	Inhaltlicher Rahmen[5]	*[5]	*[5]	*[5]	*[5]	*[5]	_	_	_	_	
